site_spp,A(obs),A(std),A(pmax),E(obs),E(std),E(pmax),gs(std),gs(pmax),gb(obs),gb(std),gb(pmax),Ci(obs),Ci(std),Ci(pmax),Tleaf(obs),Tleaf(std),Tleaf(pmax),Pleaf(obs),Pleaf(std),Pleaf(pmax),Rublim(obs),Rublim(std),Rublim(pmax),Ps,PPFD,Tair,VPD,Patm,CO2,doy,hod,A,E,Ci,gs,gb,Pleaf,Tleaf
Richmond_Eucalyptus_cladocalyx,13.01052068153374,12.555278786073046,12.630964946106785,18.57884492768556,2.3415819425255533,2.6586714348556946,0.32557006736198035,0.3763426854098553,4.64,4.64,4.64,38.529302662070705,32.551067975456945,33.31533590998408,15.017534425448414,16.68200697817327,16.63235430577668,-9.2960327389237,-1.8777316045257617,-1.9597017828064018,False,False,False,-1.14,399.0,16.7125,0.79175,102.4,39.12614212,57,9.35,17.05,2.975,31.48674375,0.41175,4.64,-2.35,17.705
Richmond_Eucalyptus_cladocalyx,12.974433363601866,12.578782199218429,12.501612044574802,16.749092639279695,2.223421159930969,1.9881280636548389,0.338853851521484,0.2988400756084051,4.64,4.64,4.64,38.52591220867601,32.77797688755948,31.995867047460784,14.6127454900853,16.128404951420208,16.16595367985378,-9.2960327389237,-1.8824751586015225,-1.8010074928836959,False,False,False,-1.19,399.0,16.135,0.7215,102.4,39.12183581,57,9.43333333333333,16.9,2.95,32.14535625,0.45225,4.64,-1.7,17.345
Richmond_Eucalyptus_cladocalyx,12.977323939865242,12.592580402717898,12.680599927112606,15.884869120186377,2.1760042523944008,2.5676154422892874,0.35018267310364115,0.4239694907234973,4.64,4.64,4.64,38.631718609201286,33.07019474075037,34.024268217724355,14.746551857047114,16.179317428789133,16.11792646001892,-9.2960327389237,-1.3479421662505302,-1.4775305995006365,False,False,False,-0.7,398.25,16.175,0.6835,102.4,39.22772044,57,9.56666666666667,16.85,3.1725,33.10794375,0.5205,4.64,-2.7,17.3175
Richmond_Eucalyptus_cladocalyx,12.982649850975985,12.584063044355155,12.788526782902371,15.87767060774101,2.178997718575741,3.406817660431217,0.3501506007856705,0.5936693982839732,4.64,4.64,4.64,38.58439445948553,33.026702635379394,35.301280897408155,14.943564688314616,16.36924859402209,16.181654845693124,-9.2960327389237,-1.3479421662505302,-1.7367074660008484,False,False,False,-0.7,398.0,16.365,0.6845,102.4,39.18060431,57,9.68333333333333,16.25,3.2275,33.335925,0.5295,4.64,-2.1,17.49
Richmond_Eucalyptus_cladocalyx,19.82427672089449,18.910338769888767,18.67311007243013,26.472599110735388,4.560092804350206,4.033507963368007,0.4326731018625237,0.3767228804344942,4.64,4.64,4.64,37.962416993498394,31.278390564398126,30.308873749650914,19.494539852959427,21.679790085765358,21.765074778253428,-9.2960327389237,-2.4174126287608333,-2.250658201847794,False,False,False,-1.0,1001.0,21.2825,1.11,102.4,38.87080313,57,11.65,23.275,4.7925,29.6375625,0.47525,4.64,-2.88,22.7275
Richmond_Eucalyptus_cladocalyx,19.771086516527763,18.843023146033094,18.554287772056004,27.464026871842236,4.659316318321905,4.033507963368007,0.42650682257498573,0.36200803569646334,4.64,4.64,4.64,37.756448973634704,30.995602520011627,29.84034849285164,19.39488969380533,21.65597456632281,21.75725325819209,-9.2960327389237,-2.4591012354890935,-2.250658201847794,False,False,False,-1.0,1001.5,21.2775,1.155,102.4,38.66232694,57,11.733333333333302,25.75,4.6475,27.83904375,0.4415,4.64,-2.4,22.83
Richmond_Eucalyptus_cladocalyx,19.813675322759504,18.855220120742487,18.605460924280862,27.32910920839336,4.63411006302874,4.083642553877796,0.425532791057092,0.3688069543363981,4.64,4.64,4.64,37.83931972753825,31.059109074285693,30.058885787176102,19.558358112595464,21.803368091926206,21.892315102160826,-9.2960327389237,-2.549754501820752,-2.3852111301840946,False,False,False,-1.11,999.25,21.4225,1.15,102.4,38.74718663,57,11.8666666666667,25.575,4.7575,28.29500625,0.45575,4.64,-2.6,22.8475
Richmond_Eucalyptus_cladocalyx,19.84287257402201,18.88559310051464,18.474232603009863,27.17606298137403,4.6088138028036445,3.7838380147138566,0.4252103580312345,0.33935143022853725,4.64,4.64,4.64,37.95215438042381,31.15884684154768,29.536278796432576,19.587290674643235,21.821875246188718,21.9561827293967,-9.2960327389237,-2.648227028147001,-2.36273843934064,False,False,False,-1.18,1000.25,21.435,1.1425,102.35,38.86092394,57,11.95,23.2,4.62,29.05494375,0.443,4.64,-2.75,22.8
Richmond_Eucalyptus_cladocalyx,19.851468372012782,18.856281890905688,18.561687557143323,27.87818628461409,4.67784043015103,4.054671811900926,0.42038091011213385,0.35734564334693386,4.64,4.64,4.64,37.900043448951905,31.040346750810706,29.87810886083889,19.677684096034735,21.957536525372237,22.058233532634038,-9.2960327389237,-2.623654163825393,-2.4189799744051994,False,False,False,-1.15,999.0,21.585,1.175,102.3,38.80874156,57,12.033333333333301,23.6,4.7075,28.7763,0.43925,4.64,-2.75,23.12
Richmond_Eucalyptus_cladocalyx,20.304297043558506,18.754764628975217,18.890528231620127,24.96650847826489,4.515342338603928,4.77584911270614,0.4423916593561211,0.4790364988605664,4.64,4.64,4.64,37.79310843516888,31.35018256720499,31.79194586665939,22.81749497031041,24.751238068903717,24.709417674046563,-9.2960327389237,-2.082276621334465,-2.1686689101678684,False,False,False,-0.7,999.25,24.325,1.055,102.3,38.72362856,57,12.25,24.375,4.545,29.10560625,0.47475,4.64,-3.0,23.84
Richmond_Eucalyptus_cladocalyx,20.352601763947142,18.642727752618466,18.645025515780578,24.100171233614308,4.41981941232374,4.369628553593753,0.4439863088728119,0.4431537941048128,4.64,4.64,4.64,37.99133264333379,31.617992078327713,31.578612343948134,23.765701224252997,25.61161257174404,25.619115747744196,-9.2960327389237,-2.0390804769177624,-2.0390804769177624,False,False,False,-0.7,1000.25,25.16,1.0175,102.3,38.92450537,57,12.35,20.45,2.55,25.2805875,0.26425,4.64,-2.35,24.3375
Richmond_Eucalyptus_cladocalyx,22.770296479428282,20.495314873376472,19.876680688362054,36.982176781240604,6.0972565718759295,5.298509178838818,0.3872894926774744,0.3254444363418227,4.64,4.64,4.64,37.997434393331325,29.943546546568424,28.61329561439354,22.09745769583443,25.255724877060395,25.394561487685696,-9.2960327389237,-2.9593645162282107,-2.667544269130392,False,False,False,-1.0,1801.0,24.095,1.54,102.1,39.04001588,57,14.066666666666698,19.85,5.0125,28.34566875,0.34725,4.64,-2.65,26.305
Richmond_Eucalyptus_cladocalyx,22.738686728785144,20.342911772255352,19.859846115097675,36.088230792578756,6.0342014690993215,5.421923327129772,0.3917834220727873,0.3421857015467011,4.64,4.64,4.64,37.57239444695218,29.681027085044988,28.67705452607696,22.366469029149393,25.4479893555382,25.55468681100462,-9.2960327389237,-2.917675909499951,-2.709232875858652,False,False,False,-1.0,1800.25,24.275,1.5,102.1,38.61343762,57,14.15,26.65,5.8375,26.8004625,0.422,4.64,-3.2,26.4325
Richmond_Eucalyptus_cladocalyx,22.794410769266552,20.21514167873931,19.213047713733513,38.47057258812805,6.208853602843912,5.007468178649964,0.3770220399029413,0.2905857090113303,4.64,4.64,4.64,37.71673415138609,29.560489706881327,27.57114271836412,22.48905545037654,25.72877874178697,25.937384130907613,-9.2960327389237,-3.178420121644529,-2.7705792804925844,False,False,False,-1.18,1799.5,24.59,1.615,102.1,38.76035888,57,14.3,25.475,6.0175,26.87645625,0.402,4.64,-3.15,27.1775
Richmond_Eucalyptus_cladocalyx,22.7897299147976,20.204364821943503,19.722402261130892,37.821784618122045,6.207513479846728,5.6034008276600495,0.383552952402535,0.3370847212749305,4.64,4.64,4.64,37.57691512286277,29.571571433418413,28.607586954116726,22.608065163675395,25.79007587885568,25.89452325722951,-9.2960327389237,-2.7715955074899004,-2.5583786045018684,False,False,False,-0.81,1801.0,24.6475,1.585,102.1,38.62027706,57,14.3666666666667,26.825,6.1075,26.57248125,0.417,4.64,-2.95,27.335
Richmond_Eucalyptus_cladocalyx,22.817775113861014,20.28381752892678,19.971213621634167,39.540606924722965,6.362288072520803,5.966819736903408,0.3769294365126363,0.3469548954150687,4.64,4.64,4.64,37.89546561598969,29.70722573082953,29.075788230877585,22.404100996337334,25.709835937546863,25.777706814293584,-9.2960327389237,-2.6870226431682926,-2.5574342099181866,False,False,False,-0.7,1801.0,24.5975,1.665,102.1,38.94021075,57,14.516666666666698,20.725,5.1275,27.2057625,0.327,4.64,-3.1,27.285
Richmond_Eucalyptus_cladocalyx,22.792371328278122,20.31004465939591,20.072286774076538,36.67749985622806,6.118446676204232,5.836739064948277,0.3903581510041384,0.3661962058961742,4.64,4.64,4.64,37.64317185139585,29.73848815858367,29.26415730520975,22.55678823524713,25.66247126212201,25.711545801691408,-9.2960327389237,-2.6006303543348888,-2.514238065501485,False,False,False,-0.7,1799.5,24.505,1.53,102.1,38.68664494,57,14.583333333333302,25.825,6.17,27.5604,0.4385,4.64,-3.0,26.8675
Richmond_Eucalyptus_cladocalyx,22.30564437408268,19.724292165622998,19.210771793771286,41.30554403001592,6.530156932809367,5.666913331104842,0.3702623922600119,0.31579565876370713,4.64,4.64,4.64,37.975009525550476,29.874869851729112,28.675313400609923,22.82935502324041,26.036510450371157,26.177297139611515,-9.2960327389237,-3.08443033641299,-2.7926100893151715,False,False,False,-1.0,1499.75,25.34,1.79,101.9,38.99416631,57,16.1166666666667,19.8,4.57,25.5339,0.26825,4.64,-2.65,26.88
Richmond_Eucalyptus_cladocalyx,22.270963047877203,19.67257413622302,19.040050225848397,39.10741894184573,6.374056705725406,5.373318300473846,0.3806862118946768,0.313938915383933,4.64,4.64,4.64,37.6522167687194,29.80640649726687,28.35894052778815,23.059088863136054,26.10765334842881,26.27209459538429,-9.2960327389237,-3.0804301718957854,-2.748931368320964,False,False,False,-1.05,1500.5,25.3775,1.6875,101.9,38.669672999999996,57,16.25,25.625,6.995,27.78838125,0.45125,4.64,-2.9,27.015
Richmond_Eucalyptus_cladocalyx,22.27904102163383,19.720830202019783,18.806426281605987,39.02045310571221,6.349081415053537,5.016858818275899,0.3801713632930012,0.29079365146814745,4.64,4.64,4.64,37.7427593779979,29.864685036557532,27.81700715499469,22.980837040594803,26.030822498382438,26.2512996587893,-9.2960327389237,-3.211716768573794,-2.7625390794875595,False,False,False,-1.17,1500.0,25.2975,1.6825,101.9,38.76061219,57,16.3166666666667,24.375,6.615,27.83904375,0.42525,4.64,-2.7,26.865
Richmond_Eucalyptus_cladocalyx,22.292066246531316,19.691444632665352,19.25962897732963,41.3444876867034,6.580393124330637,5.836739064948277,0.3730088955949151,0.3263328980338387,4.64,4.64,4.64,37.8555834897907,29.832454381873593,28.815410874829034,22.89105827459328,26.08995329775787,26.210758316460748,-9.2960327389237,-2.773414932001697,-2.514238065501485,False,False,False,-0.7,1500.75,25.4,1.7925,101.9,38.87409619,57,16.516666666666698,21.575,5.695,26.92711875,0.3375,4.64,-2.8,27.2625
Richmond_Eucalyptus_cladocalyx,18.76348852579481,18.508573630284538,18.50794165532389,18.738426383774904,3.7039329487545314,3.7385282204653936,0.5021782336978766,0.5139338752755866,4.64,4.64,4.64,37.84940071422313,32.243974013536466,32.33875839324275,16.44790725902072,18.15268220791453,18.146392094905288,-9.2960327389237,-1.7361650814674183,-1.7361650814674183,False,False,False,-0.6,999.0,17.61,0.758,102.3,38.7122295,77,9.91666666666667,25.425,3.3325,29.1309375,0.4885,4.64,-1.8,19.065
Richmond_Eucalyptus_cladocalyx,18.630329719131,18.396765102681844,18.31989856517697,19.80210578832045,3.8077599934539483,3.597844103436468,0.4895005584829775,0.4619891009286843,4.64,4.64,4.64,37.62473975102375,31.900023619836634,31.53911295350296,16.184724633818426,17.98480567055799,18.019520853738534,-9.2960327389237,-1.7361650814674183,-1.6924664244879022,False,False,False,-0.6,999.0,17.4625,0.80525,102.3,38.48171513,77,9.98333333333333,26.775,3.48,28.2190125,0.4795,4.64,-1.2,18.8025
Richmond_Eucalyptus_cladocalyx,18.74131696675364,18.461327928871448,18.45719209643521,22.34952505775479,3.9892374009930847,4.001680295571766,0.4602014048083388,0.4658656842442115,4.64,4.64,4.64,38.05790258520436,31.91883074352256,31.9739528801236,16.199228523546154,18.2191570956419,18.216796791941444,-9.2960327389237,-2.0808288916019464,-2.0808288916019464,False,False,False,-0.85,999.0,17.7325,0.9055,102.4,38.91665269,77,10.1333333333333,20.95,2.67,27.07910625,0.31625,4.64,-1.6,19.5475
Richmond_Eucalyptus_cladocalyx,18.795115957591552,18.50280996005358,18.350235731727487,20.3689696736342,3.871027968377202,3.465112453152936,0.4811860713886078,0.42574185334981385,4.64,4.64,4.64,37.736584980775525,31.870411651031144,31.102754424229524,16.579730705584574,18.413873075923878,18.481469235875537,-9.2960327389237,-2.0383865160294654,-1.9110593893120231,False,False,False,-0.85,999.0,17.9025,0.8345,102.4,38.60203856,77,10.2,27.45,3.44,27.5604,0.455,4.64,-1.8,19.67
Richmond_Eucalyptus_cladocalyx,18.72050999558229,18.491966975022425,18.52810777181713,20.8623763651199,3.90842104986071,4.077068527962141,0.47570873091599,0.5054036321894071,4.64,4.64,4.64,38.07725695694041,32.140885805205514,32.453504747818144,16.268138025269316,18.15440324692865,18.12618674082421,-9.2960327389237,-1.6934315776429143,-1.7376327471852444,False,False,False,-0.5,1000.0,17.65,0.855,102.4,38.93945081,77,10.3666666666667,21.4,3.0725,29.00428125,0.39175,4.64,-1.6,19.41
Richmond_Eucalyptus_cladocalyx,19.17179927763766,18.740952800087058,18.701802749895045,21.681880500313593,4.0298488054842805,3.9347766020849413,0.4762920287947622,0.4673281033525071,4.64,4.64,4.64,38.06416799311655,32.05919301809285,31.91098677628209,17.328164578261116,19.240281792050734,19.25559192103906,-9.2960327389237,-1.7376327471852444,-1.6934315776429143,False,False,False,-0.5,1001.0,18.7525,0.8805,102.4,38.94274388,77,10.4333333333333,19.7,3.2225,29.890875,0.39925,4.64,-1.3,19.63
Richmond_Eucalyptus_cladocalyx,22.1704339147812,20.72295633892837,20.540648401064487,35.27209804728036,5.945553684694767,5.6639994985556505,0.4103643352924037,0.38455623457463184,4.64,4.64,4.64,37.786231099363974,30.06785904826441,29.57826652010981,20.17505450872882,23.311177551529426,23.360440554178,-9.2960327389237,-2.435343593139676,-2.347946279180644,False,False,False,-0.6,1800.75,22.1275,1.4275,102.3,38.80038225,77,11.783333333333301,21.85,4.9975,28.04169375,0.378,4.64,-3.25,24.6325
Richmond_Eucalyptus_cladocalyx,22.34586662095221,20.56065806933742,20.2869543659983,37.66639121262057,6.201182901497451,5.797828045907898,0.3985899739126991,0.36548516740961706,4.64,4.64,4.64,37.57304224604618,29.693673466418304,29.039836074833573,20.79497770181129,24.060799301346574,24.13044582172953,-9.2960327389237,-2.5227409070987084,-2.3916449361601595,False,False,False,-0.6,1799.25,22.925,1.5425,102.3,38.59519912,77,11.8666666666667,27.55,6.0325,26.4964875,0.42625,4.64,-3.3,25.4575
Richmond_Eucalyptus_cladocalyx,22.439702039362558,20.41256517821902,19.69833927208736,38.2989635484724,6.279455581287582,5.310333398077454,0.3897585675383395,0.3176186796707531,4.64,4.64,4.64,37.44830624798357,29.454202519277054,27.89314396645187,21.307019868473176,24.58651296924533,24.75384062255095,-9.2960327389237,-2.8447916519066028,-2.505252647326756,False,False,False,-0.85,1800.75,23.4625,1.5975,102.3,38.47791544,77,12.016666666666698,26.15,5.185,24.69796875,0.34725,4.64,-2.9,26.15
Richmond_Eucalyptus_cladocalyx,22.58394015525333,20.445030530626788,19.82720707526387,35.67211871385601,5.996790996500361,5.181824484763303,0.4028180168808552,0.3358209874973704,4.64,4.64,4.64,37.354411452774414,29.622642169380605,28.279561395299893,21.758076307718802,24.843285891234736,24.985792372961463,-9.2960327389237,-2.7174645251891603,-2.462810271754275,False,False,False,-0.85,1802.0,23.6625,1.455,102.3,38.3879895,77,12.1,30.6,6.02,25.7872125,0.45325,4.64,-2.8,25.65
Richmond_Eucalyptus_cladocalyx,22.57554521843376,20.488360574535626,20.35578869404387,35.618678240812194,6.035921844393276,5.888081465475818,0.4069322828096055,0.3920063456695364,4.64,4.64,4.64,37.382170475750506,29.714108725915192,29.430817245279755,21.713934629000388,24.788908832579654,24.815086730342788,-9.2960327389237,-2.3564491207778664,-2.3122479512355367,False,False,False,-0.5,1800.0,23.6175,1.4525,102.3,38.41534725,77,12.216666666666699,30.375,6.2575,26.3445,0.47275,4.64,-2.65,25.82
Richmond_Eucalyptus_cladocalyx,22.60440072467244,20.566743290705052,20.319094809551142,37.47810044263368,6.2242907407773,5.888081465475818,0.3937788329241776,0.36602615953967504,4.64,4.64,4.64,37.868899474278315,29.90848064133101,29.352126967599855,21.575071004004325,24.779937903194853,24.838041665488362,-9.2960327389237,-2.400650290320197,-2.3122479512355367,False,False,False,-0.5,1800.0,23.645,1.56,102.2,38.90500031,77,12.283333333333301,21.15,4.835,27.053775,0.33025,4.64,-2.65,26.0475
Richmond_Eucalyptus_cladocalyx,22.4977004648662,15.80986049764592,16.175870248177812,52.85752027955017,6.559199319457266,6.975031760801662,0.27032183653266145,0.29192434892996777,4.64,4.64,4.64,37.8851230139761,29.035655868291965,29.51786907595018,27.181878159665175,31.1263070735996,31.05694843436602,-9.2960327389237,-2.6538368780372563,-2.7849328489758047,False,True,True,-0.6,1800.0,30.045,2.34,102.0,38.9148795,77,14.583333333333302,20.15,7.425,27.3070875,0.33525,4.64,-2.8,31.8275
Richmond_Eucalyptus_cladocalyx,22.281023167372325,15.83439345862318,16.27314477027318,48.42605069989196,6.315330855825493,6.804350557682464,0.2824732767074637,0.3106076478780539,4.64,4.64,4.64,37.474448023724,29.00153830112959,29.574337274025304,27.41232848862566,31.08285490071143,31.000414347290263,-9.2960327389237,-2.8447916519066028,-3.0145611541965267,False,True,True,-0.85,1800.0,29.9475,2.125,102.0,38.49438075,77,14.783333333333301,28.875,7.4125,23.9633625,0.37175,4.64,-2.9,31.025
Richmond_Eucalyptus_cladocalyx,22.411586640085588,16.006913645722793,16.254047349589314,49.569115908320796,6.44776969737454,6.694180998322568,0.28290851665210304,0.2975289768958837,4.64,4.64,4.64,37.73782538720279,29.18317102781757,29.476590828419546,27.28429591176845,31.01794356279029,30.976187266077147,-9.2960327389237,-2.4890526294048567,-2.5774549684895174,False,True,True,-0.5,1799.0,29.91,2.18,102.0,38.76365194,77,14.933333333333302,22.4,7.77,27.35775,0.37925,4.64,-2.12,31.0
Richmond_Eucalyptus_dunnii,15.714171387352215,15.028762792308225,15.132173671139435,20.012422008619147,2.1146518043207143,2.3248915403892543,0.2633417240485291,0.29296196201951663,4.64,4.64,4.64,39.08793222263615,30.338270998094462,31.15291092272909,13.65979610283716,15.591031975740414,15.556725789571214,-9.966164091191349,-1.4936882869060109,-1.5389956441481785,False,False,False,-0.95,500.0,15.46,0.83825,100.65,39.79792687,20,8.01666666666667,3.415,0.6459999999999999,32.09469375,0.077725,4.64,-1.2,16.7625
Richmond_Eucalyptus_dunnii,15.69467948862205,15.033555065293312,15.330766664577412,19.41117717153352,2.0770406826805665,2.8470882021252795,0.26717324649760105,0.3816822051571377,4.64,4.64,4.64,39.04997577434554,30.42153421678047,32.929255578016395,13.545277694765536,15.426907728801432,15.30266195070324,-9.966164091191349,-1.4936882869060109,-1.6749177158746809,False,False,False,-0.95,500.0,15.2875,0.81125,100.7,39.75942338,20,8.1,6.6675,1.2825,32.39866875,0.162,4.64,-1.2,16.86
Richmond_Eucalyptus_dunnii,15.79328778165169,15.134998700027651,15.411710154657207,17.988849627178034,2.127587272013413,2.8972205007634533,0.2953815702197,0.4209290774125487,4.64,4.64,4.64,38.74807032231685,30.92379449125655,33.22419804747219,14.29545882636386,16.000632390701476,15.877232930515447,-9.966164091191349,-1.3997184376597798,-1.5829579168797063,False,False,False,-0.85,501.0,15.86,0.75325,100.6,39.46102125,20,8.26666666666667,11.55,1.2725,27.88970625,0.17325,4.64,-1.4,17.4575
Richmond_Eucalyptus_dunnii,15.731951214876778,15.118611710591582,15.303025995829616,17.361732872177782,2.070818043983065,2.5431226202233344,0.29888702950180274,0.3780008234720604,4.64,4.64,4.64,38.866846149666344,31.143965581961226,32.69885994789657,14.00909477779579,15.668974439493857,15.592494699622419,-8.958346955481753,-1.3539085678547977,-1.4913381772697432,False,False,False,-0.85,499.0,15.52,0.72375,100.6,39.57703838,20,8.36666666666667,10.175,1.045,27.68705625,0.14725,4.64,-1.35,17.2475
Richmond_Eucalyptus_dunnii,15.923818065170465,14.812286198793585,15.236700965224648,19.765310268455657,1.83412985490787,2.5479198599653743,0.22827801739268616,0.32986951190605823,4.64,4.64,4.64,38.66820873218435,28.701935400825995,31.602720265458288,15.394417746497538,17.284662079019512,17.16850802646006,-9.966164091191349,-1.6940090703673607,-1.8700123686827648,False,False,False,-1.21,501.25,17.0975,0.8235,100.6,39.38578744,20,8.53333333333333,12.85,1.3125,25.81254375,0.16325,4.64,-1.4,18.7175
Richmond_Eucalyptus_dunnii,15.921593526731273,14.862228002693213,15.309477596076649,18.38861864707154,1.7580950470295618,2.5479198599653743,0.2353354760136765,0.35743608372687424,4.64,4.64,4.64,38.715404571705115,29.02145816301233,32.186254738860825,15.377316260295155,17.147441033361453,17.018792245267612,-9.966164091191349,-1.6500082457885101,-1.8700123686827648,False,False,False,-1.21,501.0,16.9425,0.763,100.6,39.43290356,20,8.61666666666667,12.25,1.39,28.04169375,0.1875,4.64,-1.4,18.725
Richmond_Eucalyptus_dunnii,26.121689364799124,21.583184095520803,21.77744218072569,51.411858116142184,6.450189362691307,6.57826749314392,0.28479879162976984,0.2935778864034193,4.64,4.64,4.64,38.236122708322405,26.79313282150084,27.052168922292555,21.90369723546555,26.139214453270426,26.1172130071168,-9.966164091191349,-2.544965182784321,-2.5907750525893025,False,False,False,-0.85,1800.0,25.0725,2.195,100.6,39.41491838,20,10.0,11.25,2.4675,21.75954375,0.1125,4.64,-1.4,29.5725
Richmond_Eucalyptus_dunnii,26.09916756837684,21.47668804745883,21.315468520234138,51.987582221336844,6.481895924885683,6.262265533861116,0.2830177422673784,0.2739948305077481,4.64,4.64,4.64,38.11935081239896,26.662210249650172,26.355199216301894,21.92982398616212,26.201014218610958,26.23726509436901,-9.966164091191349,-2.544965182784321,-2.49915531297934,False,False,False,-0.85,1799.0,25.1425,2.2225,100.6,39.29712806,20,10.1666666666667,12.575,2.355,18.56780625,0.1055,4.64,-1.5,29.69
Richmond_Eucalyptus_dunnii,26.123194758556018,20.78407138096296,21.09500546573932,57.87732404583961,6.372284865046121,6.603926342947557,0.2484942230146793,0.2602261738938029,4.64,4.64,4.64,38.42205967957385,25.759494930407072,26.17449828374177,21.753967169256907,26.500061985437718,26.461052176146907,-9.966164091191349,-2.6263722179602005,-2.7169869324445357,False,False,False,-0.95,1801.0,25.44,2.495,100.6,39.60110306,20,10.3166666666667,8.1025,1.79,19.63171875,0.071,4.64,-1.7,30.7075
Richmond_Eucalyptus_dunnii,26.21782094927273,21.0120197533747,21.072148978398275,53.21236022278928,6.13436712429008,6.142216262830718,0.25876286099741314,0.2608880561469909,4.64,4.64,4.64,38.42736136089837,26.146812294722125,26.181102071492713,22.101511410219132,26.510325434204898,26.508487091186414,-9.966164091191349,-2.5810648607180324,-2.5810648607180324,False,False,False,-0.95,1800.0,25.395,2.2825,100.6,39.61047563,20,10.4,9.835,2.0125,19.93569375,0.087325,4.64,-1.6,30.515
Richmond_Eucalyptus_dunnii,26.259964883186875,19.855489507168897,21.26780989767113,49.506776100002206,5.046973275357276,6.114362474049793,0.22240259695308745,0.2788060062253466,4.64,4.64,4.64,38.16757195295403,24.64169491236145,26.626441922585503,22.53976154308115,26.822214967884,26.638839515817523,-9.966164091191349,-2.5740255619443806,-2.8820313339963377,False,True,False,-1.21,1800.0,25.5075,2.115,100.6,39.35235019,20,10.5666666666667,13.025,2.69,21.3289125,0.12725,4.64,-1.7,30.3275
Richmond_Eucalyptus_dunnii,26.21422311538856,19.764549901464765,21.1435354501609,50.48965017606793,5.091981424738298,6.114362474049793,0.2204409439639095,0.2733510294411133,4.64,4.64,4.64,38.073328887087,24.487971413506926,26.406735099802408,22.44456766020328,26.79958901499771,26.624234665174704,-9.966164091191349,-2.5740255619443806,-2.8820313339963377,False,True,False,-1.21,1799.0,25.4975,2.16,100.6,39.25609144,20,10.65,14.575,3.0625,21.1262625,0.142,4.64,-1.8,30.52
Richmond_Eucalyptus_dunnii,26.626569484904213,15.367963564224748,17.064509003126645,69.61680679992237,5.908902521374547,7.500683346473463,0.17961444182536462,0.23533426892085804,4.64,4.64,4.64,38.32418632937561,25.51121799489594,27.52175308234868,26.4286457942484,31.759637262608138,31.492195435064048,-9.966164091191349,-2.407535573369376,-2.8656342714191925,False,True,True,-0.85,1998.75,30.3625,3.08,100.5,39.52460269,20,12.766666666666698,9.6625,3.96,25.35658125,0.1275,4.64,-1.6,34.2025
Richmond_Eucalyptus_dunnii,26.8988245839872,14.326978876757812,16.424396169251573,80.83785800705049,5.734944671835819,7.643616914067751,0.15041419804041614,0.20684221221975374,4.64,4.64,4.64,38.669777760910094,24.371878771204628,26.83561950132429,25.82291965908902,31.945600273864752,31.62679161816387,-9.966164091191349,-2.4451427889915296,-3.0341384331397085,False,True,True,-0.95,1998.75,30.5625,3.6075,100.5,39.88202663,20,12.933333333333302,3.135,1.53,25.5339,0.0412,4.64,-1.55,36.005
Richmond_Eucalyptus_dunnii,26.91405273672986,14.168430636229155,15.663625502944805,82.36761681595033,5.738438571022196,7.05609301964692,0.1477348503818906,0.185400145103108,4.64,4.64,4.64,38.692156331873406,24.29636339520186,26.07175615164029,25.799753271568047,32.0191813649963,31.798028513074232,-9.966164091191349,-2.4451427889915296,-2.852909004171038,False,True,True,-0.95,2000.5,30.64,3.68,100.5,39.90507806,20,13.016666666666698,2.4275,1.5525,28.1176875,0.041,4.64,-1.4,36.3225
Richmond_Eucalyptus_dunnii,26.513592656856524,13.272461265515938,16.661568922859615,66.39147783765857,4.321926696019573,6.960013401184477,0.13285908840967756,0.22601635037503096,4.64,4.64,4.64,38.40439150693735,23.390123576634632,27.425432272541,26.805724117674355,32.17344212408319,31.718315792355213,-9.966164091191349,-2.354021439050126,-3.1460362814694443,False,True,True,-1.21,2001.0,30.4825,2.9275,100.4,39.59882325,20,13.183333333333302,7.6275,2.6325,23.811375,0.08825,4.64,-2.4,34.9525
Richmond_Eucalyptus_dunnii,26.468088362889915,13.629479232524224,16.612055961138438,63.31363433567706,4.316057096301405,6.541984290310747,0.13890399565221356,0.2211014420722172,4.64,4.64,4.64,38.32234301093303,23.57560747846685,27.13099892035941,26.84732525536345,32.01523590061681,31.628245578780547,-9.966164091191349,-2.354021439050126,-3.0140338077328908,False,True,True,-1.21,1999.25,30.315,2.78,100.4,39.514723499999995,20,13.266666666666698,9.0075,3.0225,24.1660125,0.10725,4.64,-1.95,34.255
Richmond_Eucalyptus_dunnii,23.806173525062228,8.227914092506683,12.258177446711807,74.70827122267184,3.388797943127667,7.7993049006191635,0.08782658518902285,0.22047949644201376,4.64,4.64,4.64,38.671874710792366,24.74250295372952,30.569349023640328,30.27458020340774,35.97611513509933,35.21643251599837,-9.966164091191349,-1.7203875262946513,-2.957254011029156,False,True,True,-0.85,2001.5,34.105,3.38,100.3,39.74878425,20,15.033333333333301,3.37,2.8425,30.87879375,0.081125,4.64,-1.9,39.31
Richmond_Eucalyptus_dunnii,24.745763140232786,9.532934219846108,12.29250595231982,78.57316564092989,4.130370302818814,7.0443668196165845,0.10471779020287224,0.1876586866789192,4.64,4.64,4.64,38.783073311851595,25.205773938459192,29.171616327295308,29.46736790644357,35.33115646763919,34.831670741084764,-9.966164091191349,-1.9036270055145776,-2.728204662004248,False,True,True,-0.85,1999.75,33.62,3.5575,100.3,39.90077175,20,15.15,1.375,1.8325,33.15860625,0.0496,4.64,-1.35,38.2125
